spelling	transcription	stressTrans	syllStruct	syllabification	antepenultOnset	apStress	penultHLweight	preantepenultHLweight	finalHLweight	morphology	vowelLength	preantepenultWeight	antepenultWeight	mainStress	finalStress	papStress	penultOnset	suffixType	penultWeight	antepenultHLweight	S	finalWeight	Suffix	finalC	Prefix	prefixType	finalOnset	finalV	penultStress	codaLength	coda	freq	POS
repeal	RIY0PIY1L	01	CL.CLC	(r IY)(p IY l)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	antepenultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 l	0.9542	V
criminology	KRIH2MIH0NAA1LAH0JHIY0	20100	CCL.CL.CL.CL.CL	(k r IH)(m IH)(n AA)(l AH)(jh IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		1.1761	N
exposure	IH0KSPOW1ZHER0	010	LC.CCT.CL	(IH k)(s p OW)(zh ER)	0	0	H	other	L	complex	shortV	other	-LC	penult	0	other	CC	other	-VV	H	other	-V	noSuffix	open	prefix	unstressed	C	er	1	0		2.3820	N
droplet	DRAA1PLAH0T	10	CCL.CCLC	(d r AA)(p l AH t)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	ah	1	1	 t	0.4771	N
populace	PAA1PYAH0LAH0S	100	CL.CCL.CLC	(p AA)(p y AH)(l AH s)	C	1	L	other	H	simple	shortV	other	-V	antepenult	0	other	CC	other	-V	L	S	-LC	noSuffix	Singleton	noPrefix	other	C	ah	0	1	 s	1.1761	N
mercenary	MER1SAH0NEH2RIY0	1020	CL.CL.CL.CL	(m ER)(s AH)(n EH)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	preantepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	2	0		1.8808	A
depravation	DEH2PRAH0VEY1SHAH0N	2010	CL.CCL.CT.CL	(d EH)(p r AH)(v EY)(sh AN)	CC	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		0.6021	N
compete	KAH0MPIY1T	01	CL.CLC	(k AN)(p IY t)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	iy	0	1	 t	2.4857	V
pension	PEH1NSHAH0N	10	CLC.CL	(p EH n)(sh AN)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		2.2900	N
villainous	VIH1LAH0NAH0S	100	CL.CL.CLC	(v IH)(l AH)(n AH s)	C	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	S	-LC	suffix	Singleton	noPrefix	other	C	ah	0	1	 s	1.2304	A
defensible	DIH0FEH1NSAH0BAH0L	0100	CL.CLC.CL.CL	(d IH)(f EH n)(s AH)(b AL)	C	1	L	L	L	complex	shortV	-V	-LC	antepenult	0	0	C	noshiftTwoSyll	-V	H	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.0792	A
rural	RUH1RAH0L	10	CL.CL	(r UH)(r AL)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	al	1	0		1.6812	A
silica	SIH1LIH0KAH0	100	CL.CL.CL	(s IH)(l IH)(k AH)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	ah	0	0		0.7782	N
dismissal	DIH0SMIH1SAH0L	010	CL.CCL.CL	(d IH)(s m IH)(s AL)	C	0	L	other	L	complex	shortV	other	-V	penult	0	other	CC	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	1	0		1.7076	N
buoy	BUW1IY0	10	CL.L	(b UW)(IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	0	iy	1	0		1.4771	V
inning	IH1NIH0NG	10	L.CLC	(IH)(n IH ng)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	0	noshiftOneSyll	-V	other	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ih	1	1	 ng	1.8325	N
suicidal	SUW2AH0SAY1DAH0L	2010	CL.L.CT.CL	(s UW)(AH)(s AY)(d AL)	0	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	antepenultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	al	1	0		2.1004	A
mandible	MAE1NDIH0BAH0L	100	CLC.CL.CL	(m AE n)(d IH)(b AL)	C	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	noshiftTwoSyll	-V	H	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.2304	N
magnetic	MAE2GNEH1TIH0K	210	CLC.CL.CLC	(m AE g)(n EH)(t IH k)	C	2	L	other	H	complex	shortV	other	-LC	penult	0	other	C	penultShift	-V	H	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	2.1847	A
papacy	PEY1PAH0SIY0	100	CT.CL.CL	(p EY)(p AH)(s IY)	C	1	L	other	L	complex	shortV	other	-VV	antepenult	0	other	C	noshiftOneSyll	-V	H	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.4771	N
huffy	HHAH1FIY0	10	CL.CL	(hh AH)(f IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		1.2788	A
entropy	EH1NTRAH0PIY0	100	LC.CCL.CL	(EH n)(t r AH)(p IY)	0	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	CC	other	-V	H	other	-V	noSuffix	open	prefix	unstressed	C	iy	0	0		1.0414	N
oceanography	OW2SHAH0NAA1GRAH0FIY0	20100	T.CL.CL.CCL.CL	(OW)(sh AH)(n AA)(g r AH)(f IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	CC	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.8451	N
controversial	KAA2NTRAH0VER1SHAH0L	2010	CLC.CCL.CL.CL	(k AA n)(t r AH)(v ER)(sh AL)	CC	0	L	H	L	complex	shortV	-LC	-V	penult	0	2	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	1	0		1.9685	A
aviation	EY2VIY0EY1SHAH0N	2010	T.CL.T.CL	(EY)(v IY)(EY)(sh AN)	C	0	H	H	L	complex	shortV	-VV	-V	penult	0	2	0	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.6721	N
mansion	MAE1NSHAH0N	10	CLC.CL	(m AE n)(sh AN)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		2.3201	N
repress	RIY0PREH1S	01	CL.CCLC	(r IY)(p r EH s)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	noshiftOneSyll	-V	other	S	-LC	suffix	Singleton	noPrefix	other	CC	eh	0	1	 s	1.2553	V
integrity	IH0NTEH1GRIH0TIY0	0100	LC.CL.CCL.CL	(IH n)(t EH)(g r IH)(t IY)	C	1	L	H	L	complex	shortV	-LC	-V	antepenult	0	0	CC	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		2.4579	N
defraud	DIH0FRAO1D	01	CL.CCLC	(d IH)(f r AO d)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	CC	ao	0	1	 d	1.2553	V
psychopathic	SAY2KAH0PAE1THIH0K	2010	CT.CL.CL.CLC	(s AY)(k AH)(p AE)(th IH k)	C	0	L	H	H	complex	shortV	-VV	-V	penult	0	2	C	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ih	1	1	 k	1.5682	A
chinese	CHAY2NIY1Z	21	CT.CLC	(ch AY)(n IY z)	other	other	H	other	H	complex	shortV	other	other	final	1	other	C	ultShift	-VV	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	2	1	 z	2.9800	NA
unanimity	YUW2NAH0NIH1MIH0TIY0	20100	CL.CL.CL.CL.CL	(y UW)(n AH)(n IH)(m IH)(t IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.4771	N
physiological	FIH2ZIY0AH0LAA1JHIH0KAH0L	200100	CL.CL.L.CL.CL.CL	(f IH)(z IY)(AH)(l AA)(jh IH)(k AL)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.4771	A
etymology	EH2TIH0MAA1LAH0JHIY0	20100	L.CL.CL.CL.CL	(EH)(t IH)(m AA)(l AH)(jh IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.9031	N
bludgeon	BLAH1JHAH0N	10	CCL.CL	(b l AH)(jh AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.0000	V
tickle	TIH1KAH0L	10	CL.CL	(t IH)(k AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		2.2068	V
regal	RIY1GAH0L	10	CL.CL	(r IY)(g AL)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	al	1	0		1.6435	A
messenger	MEH1SIH0NJHER0	100	CL.CLC.CL	(m EH)(s IH n)(jh ER)	C	1	H	other	L	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-LC	L	other	-V	suffix	open	noPrefix	other	C	er	0	0		2.4533	N
ergo	ER1GOW0	10	L.CT	(ER)(g OW)	other	other	L	other	H	simple	longV	other	other	penult	0	other	0	other	-V	other	other	-VV	noSuffix	open	noPrefix	other	C	ow	1	0		1.6128	ADV
regalia	RIH0GEY1LYAH0	010	CL.CT.CCL	(r IH)(g EY)(l y AH)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	C	antepenultShift	-VV	L	other	-V	suffix	open	noPrefix	other	CC	ah	1	0		0.7782	N
barley	BAA1RLIY0	10	CLC.CL	(b AA r)(l IY)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		1.5315	N
humerus	HHYUW1MER0AH0S	100	CCL.CL.LC	(hh y UW)(m ER)(AH s)	CC	1	L	other	H	simple	shortV	other	-V	antepenult	0	other	C	other	-V	L	S	-LC	noSuffix	Singleton	noPrefix	other	0	ah	0	1	 s	1.1461	N
amorous	AE1MER0AH0S	100	L.CL.LC	(AE)(m ER)(AH s)	0	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	S	-LC	suffix	Singleton	noPrefix	other	0	ah	0	1	 s	1.6021	A
geology	JHIY0AA1LAH0JHIY0	0100	CL.L.CL.CL	(jh IY)(AA)(l AH)(jh IY)	0	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		1.5563	N
compassion	KAH0MPAE1SHAH0N	010	CL.CL.CL	(k AN)(p AE)(sh AN)	C	0	L	other	L	complex	shortV	other	-V	penult	0	other	C	penultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.4249	N
perishable	PEH1RIH0SHAH0BAH0L	1000	CL.CL.CL.CL	(p EH)(r IH)(sh AH)(b AL)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.0792	A
aurora	ER0AO1RAH0	010	L.L.CL	(ER)(AO)(r AH)	0	0	L	other	L	simple	shortV	other	-V	penult	0	other	0	other	-V	L	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.6232	N
evacuation	IY0VAE2KYUW0EY1SHAH0N	02010	L.CL.CCL.T.CL	(IY)(v AE)(k y UW)(EY)(sh AN)	CC	0	H	L	L	complex	shortV	-V	-V	penult	0	2	0	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.9777	N
distort	DIH0STAO1RT	01	CL.CCLCC	(d IH)(s t AO r t)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherCluster	-LCC	noSuffix	Cluster	prefix	unstressed	CC	ao	0	2	 r t	1.3010	V
manic	MAE1NIH0K	10	CL.CLC	(m AE)(n IH k)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	1.7404	A
mania	MEY1NIY0AH0	100	CT.CL.L	(m EY)(n IY)(AH)	C	1	L	other	L	complex	shortV	other	-VV	antepenult	0	other	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	0	ah	0	0		1.5563	N
begrudge	BIH0GRAH1JH	01	CL.CCLC	(b IH)(g r AH jh)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	ah	0	1	 jh	1.3802	V
chauvinist	SHOW1VAH0NAH0ST	100	CT.CL.CLCC	(sh OW)(v AH)(n AH s t)	C	1	L	other	H	complex	shortV	other	-VV	antepenult	0	other	C	noshiftOneSyll	-V	H	SCluster	-LCC	suffix	Cluster	noPrefix	other	C	ah	0	2	 s t	1.3802	A
postpone	POW2SPOW1N	21	CT.CCTC	(p OW)(s p OW n)	other	other	H	other	H	complex	longV	other	other	final	1	other	C	other	-VV	other	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	CC	ow	2	1	 n	2.2227	V
chapel	CHAE1PAH0L	10	CL.CL	(ch AE)(p AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		2.2430	A
poppa	PAA1PAH0	10	CL.CL	(p AA)(p AH)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.3222	N
progression	PRAH0GREH1SHAH0N	010	CCL.CCL.CL	(p r AH)(g r EH)(sh AN)	CC	0	L	other	L	complex	shortV	other	-V	penult	0	other	CC	penultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		1.5563	N
exaggerate	IH0GZAE1JHER0EY2T	0102	LC.CL.CL.TC	(IH g)(z AE)(jh ER)(EY t)	C	1	L	H	H	complex	longV	-LC	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	0	ey	0	1	 t	1.9590	V
affirm	AH0FER1M	01	L.CLC	(AH)(f ER m)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	er	0	1	 m	1.1761	V
unemployable	AH2NIH0MPLOY1AH0BAH0L	20100	L.CLC.CCT.L.CL	(AH)(n IH m)(p l OY)(AH)(b AL)	CC	1	L	H	L	complex	shortV	-LC	-VV	antepenult	0	0	0	noshiftTwoSyll	-V	H	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.0000	A
gaelic	GEY1LIH0K	10	CT.CLC	(g EY)(l IH k)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-VV	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	1.0792	NA
nigger	NIH1GER0	10	CL.CL	(n IH)(g ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.4048	N
delegate	DEH1LAH0GAH0T	100	CL.CL.CLC	(d EH)(l AH)(g AH t)	C	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ah	0	1	 t	1.7243	V
poppy	PAA1PIY0	10	CL.CL	(p AA)(p IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		1.7924	N
monologue	MAA1NAH0LAO2G	102	CL.CL.CLC	(m AA)(n AH)(l AO g)	C	1	L	other	H	complex	shortV	other	-V	antepenult	2	other	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ao	0	1	 g	1.5798	N
eucalyptus	YUW2KAH0LIH1PTAH0S	2010	CL.CL.CLC.CLC	(y UW)(k AH)(l IH p)(t AH s)	C	0	H	L	H	simple	shortV	-V	-V	penult	0	2	C	other	-LC	L	S	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 s	1.3802	N
acetylene	AH0SEH1TAH0LIY2N	0102	L.CL.CL.CLC	(AH)(s EH)(t AH)(l IY n)	C	1	L	L	H	complex	shortV	-V	-V	antepenult	2	0	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	iy	0	1	 n	1.1761	N
illiteracy	IH0LIH1TER0AH0SIY0	01000	L.CL.CL.L.CL	(IH)(l IH)(t ER)(AH)(s IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	0	noshiftOneSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		0.8451	N
triumph	TRAY1AH2MF	12	CCT.LC	(t r AY)(AN f)	other	other	H	other	H	simple	shortV	other	other	penult	2	other	CC	other	-VV	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	0	an	1	1	 f	2.2900	V
advocate	AE1DVAH0KEY2T	102	LC.CL.CTC	(AE d)(v AH)(k EY t)	0	1	L	other	H	complex	longV	other	-LC	antepenult	2	other	C	noshiftOneSyll	-V	H	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ey	0	1	 t	1.9868	V
phoney	FOW1NIY0	10	CT.CL	(f OW)(n IY)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		2.0212	A
blasphemy	BLAE1SFAH0MIY0	100	CCL.CCL.CL	(b l AE)(s f AH)(m IY)	CC	1	L	other	L	simple	shortV	other	-V	antepenult	0	other	CC	other	-V	L	other	-V	noSuffix	open	noPrefix	other	C	iy	0	0		1.8062	N
approximation	AH0PRAA2KSAH0MEY1SHAH0N	02010	L.CCLC.CL.CT.CL	(AH)(p r AA k)(s AH)(m EY)(sh AN)	C	0	H	H	L	complex	shortV	-LC	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.6021	N
follow	FAA1LOW0	10	CL.CT	(f AA)(l OW)	other	other	L	other	H	simple	longV	other	other	penult	0	other	C	other	-V	other	other	-VV	noSuffix	open	noPrefix	other	C	ow	1	0		3.5355	V
guillotine	GIY1AH0TIY2N	102	CL.L.CLC	(g IY)(AH)(t IY n)	C	1	L	other	H	complex	shortV	other	-V	antepenult	2	other	0	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 n	1.5315	V
apoplectic	AE2PAH0PLEH1KTIH0K	2010	L.CL.CCLC.CLC	(AE)(p AH)(p l EH k)(t IH k)	C	0	H	L	H	complex	shortV	-V	-V	penult	0	2	CC	penultShift	-LC	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	0.7782	A
panda	PAE1NDAH0	10	CLC.CL	(p AE n)(d AH)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	ah	1	0		1.5798	N
alsatian	AE2LSEY1SHAH0N	210	LC.CT.CL	(AE l)(s EY)(sh AN)	0	2	H	other	L	complex	shortV	other	-LC	penult	0	other	C	penultShift	-VV	H	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.8451	NA
colonialism	KAH0LOW1NIY0AH0LIH2ZAH0M	010020	CL.CT.CL.L.CL.CL	(k AH)(l OW)(n IY)(AH)(l IH)(z AN)	0	0	L	L	L	complex	shortV	-V	-V	other	0	0	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	an	2	0		1.1139	N
filtration	FIH2LTREY1SHAH0N	210	CLC.CCT.CL	(f IH l)(t r EY)(sh AN)	C	2	H	other	L	complex	shortV	other	-LC	penult	0	other	CC	penultShift	-VV	H	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.2553	N
discus	DIH1SKAH0S	10	CL.CCLC	(d IH)(s k AH s)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	other	-V	other	S	-LC	noSuffix	Singleton	prefix	unstressed	CC	ah	1	1	 s	0.9542	N
deliberate	DIH0LIH1BRAH0T	010	CL.CL.CCLC	(d IH)(l IH)(b r AH t)	C	0	L	other	H	complex	shortV	other	-V	penult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	CC	ah	1	1	 t	2.1106	V
revolutionize	REH2VAH0LUW1SHAH0NAY2Z	20102	CL.CL.CL.CL.CTC	(r EH)(v AH)(l UW)(sh AH)(n AY z)	C	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	0	1	 z	1.3802	V
lizard	LIH1ZER0D	10	CL.CLC	(l IH)(z ER d)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	er	1	1	 d	2.0645	N
consequent	KAA1NSAH0KWAH0NT	100	CLC.CL.CCLC	(k AA n)(s AH)(k w AN t)	C	1	L	other	H	complex	shortV	other	-LC	antepenult	0	other	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	CC	an	0	1	 t	0.7782	A
burmese	BER0MIY1Z	01	CL.CLC	(b ER)(m IY z)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	ultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 z	1.0792	NA
irrevocable	IH0REH1VAH0KAH0BAH0L	01000	L.CL.CL.CL.CL	(IH)(r EH)(v AH)(k AH)(b AL)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.2304	A
above	AH0BAH1V	01	L.CLC	(AH)(b AH v)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ah	0	1	 v	3.2502	N
disintegrate	DIH0SIH1NTAH0GREY2T	0102	CL.CLC.CL.CCTC	(d IH)(s IH n)(t AH)(g r EY t)	C	1	L	L	H	complex	longV	-V	-LC	antepenult	2	0	C	noshiftOneSyll	-V	H	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	CC	ey	0	1	 t	1.4150	V
festive	FEH1STIH0V	10	CL.CCLC	(f EH)(s t IH v)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	ih	1	1	 v	1.9590	A
kindred	KIH1NDRIH0D	10	CLC.CCLC	(k IH n)(d r IH d)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	ih	1	1	 d	1.5563	A
residual	RIH0ZIH1JHUW0AH0L	0100	CL.CL.CL.L	(r IH)(z IH)(jh UW)(AL)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	al	0	0		1.7634	A
redeploy	RIY2DIH0PLOY1	201	CL.CL.CCT	(r IY)(d IH)(p l OY)	C	2	L	other	H	simple	longV	other	-V	final	1	other	C	other	-V	L	other	-VV	noSuffix	open	noPrefix	other	CC	oy	0	0		0.8451	V
incalculable	IH0NKAE1LKYAH0LAH0BAH0L	01000	LC.CLC.CCL.CL.CL	(IH n)(k AE l)(k y AH)(l AH)(b AL)	CC	0	L	H	L	complex	shortV	-LC	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.1139	A
conglomerate	KAH0NGLAA1MER0AH0T	0100	CL.CCL.CL.LC	(k AN)(g l AA)(m ER)(AH t)	CC	1	L	L	H	complex	shortV	-V	-V	antepenult	0	0	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	0	ah	0	1	 t	1.5441	V
protection	PER0TEH1KSHAH0N	010	CL.CLC.CL	(p ER)(t EH k)(sh AN)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	C	penultShift	-LC	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.9320	N
pursuit	PER0SUW1T	01	CL.CLC	(p ER)(s UW t)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	uw	0	1	 t	2.4518	N
paraffin	PEH1RAH0FAH0N	100	CL.CL.CL	(p EH)(r AH)(f AN)	C	1	L	other	L	simple	shortV	other	-V	antepenult	0	other	C	other	-V	L	other	-V	noSuffix	open	noPrefix	other	C	an	0	0		1.0000	N
coddle	KAA1DAH0L	10	CL.CL	(k AA)(d AL)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	prefix	unstressed	C	al	1	0		1.2304	V
celebration	SEH2LAH0BREY1SHAH0N	2010	CL.CL.CCT.CL	(s EH)(l AH)(b r EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	CC	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		2.6160	N
kudos	KUW1DOW0S	10	CL.CTC	(k UW)(d OW s)	other	other	L	other	H	simple	longV	other	other	penult	0	other	C	other	-V	other	S	-TC	noSuffix	Singleton	noPrefix	other	C	ow	1	1	 s	1.6128	N
daughter	DAO1TER0	10	CL.CL	(d AO)(t ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		3.4763	N
clarify	KLEH1RAH0FAY2	102	CCL.CL.CT	(k l EH)(r AH)(f AY)	CC	1	L	other	H	complex	longV	other	-V	antepenult	2	other	C	antepenultShift	-V	L	other	-VV	suffix	open	noPrefix	other	C	ay	0	0		2.0334	V
mangle	MAE1NGGAH0L	10	CLC.CL	(m AE ng)(g AL)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		1.1761	V
study	STAH1DIY0	10	CCL.CL	(s t AH)(d IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		3.1523	V
envoy	AA1NVOY2	12	LC.CT	(AA n)(v OY)	other	other	H	other	H	complex	longV	other	other	penult	2	other	0	other	-LC	other	other	-VV	noSuffix	open	prefix	unstressed	C	oy	1	0		1.3979	N
